Title, Players Estimate ,Steam App ID
Fatal Theory, 267 ,392100
Frontline Heroes VR, 267 ,645330
ReHack, 267 ,786180
Marrow, 267 ,556710
Heads Run, 267 ,726510
Running King, 267 ,786650
Two Point Hospital, 267 ,535930
Chainless, 266 ,589680
Degrees, 266 ,857520
Chinese Ink Painting Puzzle & Creator / åœ‹ç•«æ‹_åœ–å‰µä_œå®¶, 266 ,767200
Galactic Harvester, 266 ,754020
Rapture - World Conquest, 265 ,547520
A Haunting : Witching Hour, 265 ,554550
Tower of Eglathia, 265 ,351220
Torgar's Quest, 265 ,448810
The Majesty of Colors Remastered, 265 ,632880
Sandmade, 265 ,851730
NoReload Heroes, 265 ,806770
Cendric, 265 ,681460
JigsawMania, 264 ,729740
Fight desserts, 264 ,750900
Pale Lands VR, 264 ,787530
Zero Days VR, 264 ,754930
Vortex Rush, 264 ,843980
Syndrome VR, 264 ,579210
Sling Ming, 264 ,489120
Gebub's Adventure, 264 ,509160
Coffee Pot Terrarium, 263 ,444020
Ameline and the Ultimate Burger, 263 ,672380
The Relentless, 263 ,695910
ï_”äººæ‰“ãÅ¡ã‚¢ã‚¯ã‚·ãƒ§ãƒ_éº»é›€ / ACTION MAHJONG, 263 ,575810
Extreme Real Reality HD Remix, 263 ,710480
aMAZE Frozen, 263 ,828910
Clicker bAdventure, 263 ,736430
Crimson Trigger, 263 ,566750
Tactics & Strategy Master:Joan of Arc, 263 ,820760
Lunaform, 262 ,597190
IWO: Bloodbath in the Bonins, 262 ,462070
Animalia - The Quiz Game, 262 ,716190
Vinewing, 262 ,720200
The Lord of the Rings Living Card Game, 262 ,509580
NeoSticks, 261 ,833890
Adventures of Dragon, 261 ,770370
Nogibator: Way Of Legs, 261 ,754330
The Mind's Eclipse, 261 ,646210
Will Glow the Wisp, 261 ,640890
Oracle of Forgotten Testament, 261 ,786510
Razerwire:Nanowars, 261 ,788930
Escape The Gray, 260 ,639920
iFactor, 260 ,553570
Thin Judgment, 260 ,661460
"Grid Legion, Storm", 260 ,504620
Suicideville, 260 ,787240
Uphill Skiing, 260 ,646380
Jumper Jape, 260 ,526780
Mutant Mudds Super Challenge, 260 ,473720
Rainyday, 260 ,712980
Dead Dust, 260 ,816990
Riverhill Trials, 260 ,810460
ButcherBoy, 259 ,826160
Woodstock 1969, 259 ,845180
The Adventure of Magical Girl, 259 ,852790
Sable's Grimoire, 259 ,717850
Royal Adventure, 259 ,832650
Dragon Hunt, 258 ,723450
Owari, 258 ,547140
Save the Halloween, 258 ,741100
AchBall, 258 ,739180
Guilt Battle Arena, 258 ,677520
Venture Kid, 258 ,437690
Hentai PuZZles, 257 ,844610
Duel VR, 257 ,612010
Totally Realistic Sledding VR, 257 ,746500
Mactabilis, 257 ,374630
Zombie Solitaire 2 Chapter 3, 257 ,623180
Lotia, 257 ,552540
RKN Telegrum Clicker, 256 ,859410
Andromeda Wing, 256 ,691750
Maze Roller, 256 ,496670
Epic Flail, 256 ,500180
Spears 'n' Spades, 256 ,673980
Viki Spotter: Space Mission, 256 ,848280
Monkey King Saga, 255 ,417350
Eternal Maze, 255 ,652990
PARSE, 255 ,697530
the Line, 255 ,738760
Strike Force: Arctic Storm, 254 ,527520
Secrets of Arcadia, 254 ,681190
Katharsis, 254 ,675730
1812: The Invasion of Canada, 253 ,555370
Gamers Unknown Survival, 253 ,677870
High Speed Trains, 253 ,816660
Pizzarian, 253 ,340380
Viki Spotter: Around The World, 253 ,817490
Snail Trek - Chapter 3: Lettuce Be, 253 ,761480
Square x Square, 253 ,654750
Air Dash, 252 ,755140
VirtuGO, 252 ,699990
The New Girl, 252 ,836200
Sparky's Hunt, 252 ,514520
Last Day of FEAR, 252 ,767050
Operation Sheep Defense, 252 ,683890
Runefall, 252 ,813650
Riders of Asgard, 252 ,552370
Paper Dolls, 252 ,851050
Runner, 251 ,781560
PSYCHO-PASS, 251 ,630790
BATTLE ZOMBIE SHOOTER: SURVIVAL OF THE DEAD, 250 ,846430
Casual Penalty, 250 ,857050
Creeping Terror, 250 ,726430
Prison Chainball Massacre, 250 ,707230
Laser Puzzle in VR, 250 ,813680
The Lost Gardens, 250 ,734700
Dungeon Gambit Boy, 250 ,776720
The Office Quest, 250 ,810660
Nightingale Downs, 249 ,727220
Never Stop Sneakin', 249 ,792880
Kitsune Kitchen, 249 ,862920
Crazy Appliances ç–¯ç‹‚ç”µå™¨, 249 ,745720
JetX, 249 ,684620
The Ghost of Joe Papp, 248 ,696310
Skein, 248 ,407630
Matryoshka Strike, 248 ,675960
Light Tracer, 248 ,680400
Mystery Tales: The Lost Hope Collector's Edition, 247 ,591580
Robo-orders, 247 ,703750
Animals Memory: Underwater Kingdom, 247 ,777340
Explomania, 247 ,656440
Timbertales, 247 ,673480
å_»æƒ_å››å€çå‰£^2 æ‚”æ‚Ÿæ£’ãÅ®è¬_ / GensoYonbaiKen^2, 247 ,806720
Mutant Year Zero: Road to Eden, 247 ,760060
Zeus' Battlegrounds, 247 ,682290
Trivia Vault: Art Trivia, 246 ,851710
CRAFT: Work VR Shop, 246 ,558740
Daddy, 246 ,867480
Labyronia Elements, 246 ,750770
Inner Mazes - Souls Guides, 245 ,726820
Molecule - a chemical challenge, 245 ,796840
In Dungeon, 245 ,670280
Eselmir and the five magical gifts, 245 ,677850
Der einzig wahre AuserwÃ_hlte, 245 ,654080
Live, 245 ,696060
Diabolic, 245 ,801290
Emission VR, 244 ,561690
BrotherZ, 244 ,588070
Vairon's Wrath, 244 ,453320
Space Elite Force, 244 ,855850
Running Through Russia 2, 243 ,870080
Cross Set Infinity, 243 ,705250
Trivia Vault: Movie Trivia, 242 ,845970
From Shadows, 242 ,582920
Enlysia, 242 ,665670
Drone Racer: Canyons, 242 ,690570
Trivia Vault: Tennis Trivia, 241 ,840710
Dead Stop, 241 ,408860
Always Higher, 241 ,497300
3D Mahjong worlds, 241 ,686620
"Good Pizza, Great Pizza", 241 ,770810
Paralysis, 241 ,688800
The Seasons, 241 ,649170
Rally Copters, 240 ,454390
Achievement Lurker: Easiest Cosmetic Numbers, 240 ,798850
Parking Cop Simulator, 240 ,706030
FlatFatCat, 240 ,690130
RadianVR, 240 ,656170
Deadly Edge, 239 ,564100
Galaxy Race, 239 ,760680
Heroes Of Hellas 4: Birth Of Legend, 239 ,792160
Fatal Gem VR(The First Match-3 VR Game), 239 ,546030
Defense of Castle Chilly, 239 ,523550
Dead Secret Circle, 239 ,671920
Space Pilgrim Academy: Year 2, 239 ,831120
Block'hood VR, 238 ,787720
EGO PROTOCOL, 238 ,425760
Mini Z Racers Turbo, 238 ,508930
âù‚ Heroes of Hexaluga âù‚, 238 ,728050
Instinct, 238 ,845380
Once in Yaissor 2, 238 ,767500
OVERKILL's The Walking Dead, 238 ,717690
MORTEM, 237 ,585740
"Eat, Sleep, Bet, Repeat", 237 ,671840
Eternal Man: Mountain, 237 ,818480
RUNRUNRUN, 237 ,712210
ç»ùå¢ƒå_¸å_˜è€… Escape Zombie Land, 237 ,740000
Z55Z, 236 ,798270
Escape Lizards, 236 ,508940
Clad in Iron: Philippines 1898, 236 ,712970
Occurrence at JCR Outpost, 235 ,468080
LOGistICAL: Italy, 235 ,693650
Corridor Z, 235 ,636070
Whitetail Challenge, 234 ,489050
Spheritis, 234 ,314050
The Bedtime Story, 234 ,551650
Peninsular War Battles, 233 ,675950
Asemblance: Oversight, 233 ,809950
Warm Village æ_–æ_–æù‘ç‰©è¯_, 233 ,747850
Elude, 233 ,825240
Able Black, 233 ,557570
PHAT STACKS 2, 232 ,655600
Neo Angle, 232 ,693030
IronPower, 231 ,693360
Crimson Tide: Operation Online, 231 ,684130
Super Golf 2018, 231 ,869780
Test your knowledge: Cities, 231 ,872730
Moose Invasion, 231 ,737280
Battle High 2 A+, 231 ,755590
Cave Brawlers, 230 ,731500
CLICKER ACHIEVEMENTS - THE IMPOSSIBLE CHALLENGE, 230 ,877370
Warlock's Citadel, 230 ,364260
Coated, 229 ,354810
Robo Encryption Zup, 229 ,801160
HEXOPODS, 229 ,729990
Abstract Golfing, 229 ,860520
Pixel Traffic: Highway Racing, 229 ,867730
Spheria, 228 ,434340
Trial of the Demon Hunter, 228 ,711330
Flip the Table, 228 ,746240
CrownFall, 228 ,683730
What Are You Stupid, 228 ,839570
Immersive Poetry, 227 ,700830
Freefall, 227 ,620280
Puppies vs Undead, 227 ,651060
Trivia Vault: Business Trivia, 226 ,858420
MAGICALÃ—SPIRAL, 226 ,521510
Sudokube, 226 ,684980
Escort Commander, 226 ,754110
Factotum 90, 226 ,464110
BOX align, 226 ,768590
Lizard, 226 ,400280
The Necklace of Blood, 225 ,792760
Reckless Space Pirates, 225 ,648530
Galactic Lords, 225 ,716230
Rotation Phonology: Break, 225 ,554690
Kingdom Clicker, 225 ,816060
Planet Unknown Runner, 225 ,851580
Math Hero, 225 ,787690
Alone, 225 ,871870
Astral Traveler, 225 ,618630
Necroball, 225 ,563410
MIND SHIFT , 225 ,682070
Odium to the Core, 225 ,795570
Aplestia, 224 ,791600
BOTOLO, 224 ,546100
Thrust & Shoot : Flight School, 224 ,663100
Antisnake, 224 ,856110
Handy Dice, 223 ,556850
Dogstar, 223 ,739890
Cosmic Awakening VR, 223 ,591990
BoxCat, 223 ,790630
Where Are My Friends?, 223 ,721350
Labyrinths of the World: Shattered Soul Collector's Edition, 222 ,551150
Commanager Tycoon, 222 ,847630
Joumee The Hedgehog, 222 ,673220
Space Vomit, 222 ,763980
Buggy, 222 ,379340
S.P.I.C.E ARENA, 222 ,789200
Rogue Singularity, 222 ,419710
Ayo: A Rain Tale, 222 ,667220
Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive, 221 ,687720
Passage 4, 221 ,567860
Fairy Lands: Rinka and the Fairy Gems, 221 ,680930
Damascus Gear Operation Osaka HD Edition, 221 ,707350
"Snake, snake, snake!", 221 ,857140
Jack and Sara: Educational game, 221 ,841010
Shalnor Legends: Sacred Lands, 221 ,651680
Gear Path, 221 ,764470
Helltown, 221 ,710070
Poop Slinger, 221 ,849410
Endless Space VIP, 221 ,212090
HeadON!, 220 ,816730
Devoured Time, 219 ,356870
Mystic Defense, 219 ,553910
Rayon Riddles - Rise of the Goblin King, 219 ,433480
Outpost L5, 219 ,656330
Viki Spotter: Shopping, 219 ,829540
Asura Valley, 219 ,779320
Illville: Return instructions. Act 1, 219 ,727550
Oscar Mike VR, 218 ,547250
Robot Fighting, 218 ,787420
Kingdom of Blades, 218 ,769580
Lost Cities, 218 ,520680
External Visions, 218 ,748880
Blast Brawl 2: Bloody Boogaloo, 218 ,447980
Runespell: Overture - Press, 218 ,102210
Prometheus - The Fire Thief, 217 ,361110
Trigger Time, 217 ,512920
aMAZE Classic, 217 ,853860
Loader, 217 ,806970
Scrap Attack VR, 217 ,774401
Wincars Racer, 217 ,451060
Hollow Steps, 217 ,802900
Fariwalk: The Prelude, 217 ,738560
Aviation Hurricane Storm, 216 ,869250
Mythic Victory Arena, 216 ,514200
Vienna Automobile Society, 216 ,539560
AquaNimble, 216 ,498380
Ragna Maya, 216 ,707720
Chambered, 216 ,658230
Dog Fight, 215 ,362370
Puzzle Tactics, 215 ,751200
Beast Quest, 214 ,707060
Domino VR, 214 ,508680
Double Play: 2-Player VR Baseball, 214 ,651690
BitShift: BattleGrid, 214 ,466290
Glasswinged Ascension, 214 ,668670
Mowin' & Throwin', 214 ,762030
aMAZE Gears, 213 ,806850
Arkaia: The Enigmatic Isle, 213 ,619010
Azurea Juncture, 213 ,557860
Mogic, 213 ,820710
Memento of Spring, 213 ,770600
World War 3, 213 ,674020
Flippt, 212 ,716370
An Octonaut Odyssey, 212 ,566320
Juno's Darkest Hour, 212 ,516120
Tank Defense Division, 211 ,512090
Lost In Maze, 211 ,763010
Lit the Torch, 211 ,671330
ROGALIK, 211 ,843570
Visual Out, 211 ,675910
Sweep'n'Sweep, 211 ,552400
NYAN DESTROYER, 211 ,773130
The Last Day Defense, 211 ,813670
Podium Bash, 210 ,726610
TAOTH - The Adventures of the Herkulez, 210 ,749470
P-3 Biotic, 210 ,311940
Containment Corps, 210 ,693830
Starship Clicker, 210 ,744590
STATUS: INSANE, 210 ,654430
Sokoban Land DX, 209 ,670850
Foundation of Nightmares, 209 ,705130
Hyper Train Corporation, 208 ,867620
Loot Run, 208 ,733570
"Catch the Thief, If you can!", 208 ,717760
Edge Guardian, 208 ,518000
Magibot, 208 ,690850
IsoBoom, 208 ,664140
Project Cabin, 208 ,747990
In Between Games, 208 ,779700
Picrastination, 208 ,799110
Stellar Warrior, 207 ,761130
Cubion, 207 ,710550
Project X, 207 ,662380
Big Surprise, 207 ,841410
Ancient Worlds: Jaguar's Fate, 207 ,681480
ESCAPE Room: Reality, 207 ,652510
Salvaged, 207 ,504470
Super Grav, 207 ,509820
AEGYPTUS, 207 ,675130
Grabity, 207 ,652810
Moonstrider, 207 ,398250
Garden Wars, 206 ,525860
Survivor Island, 206 ,809470
Talk to Aya, 206 ,731930
Putin takes taxes, 206 ,798960
Home Run Solitaire, 206 ,725170
Side Quest, 206 ,433570
Creekside Creep Invasion, 206 ,551060
Boot Hill Bounties, 206 ,727290
Snails, 205 ,353260
Rock-N-Rogue: A Boo Bunny Plague Adventure, 205 ,439530
Lonely Astronaut, 205 ,755830
Happy Neighbors, 205 ,729980
Spartaga, 205 ,657930
Super Puzzle Galaxy, 204 ,464020
999, 204 ,876840
Akin Vol 2, 204 ,654820
Jaques Roque, 204 ,344960
Nautical Life, 204 ,817200
Balls and Magnets, 204 ,788320
Koloro, 204 ,574590
StreetCraft, 204 ,463540
Wondee, 203 ,549660
Astro Joust, 203 ,762670
Go-Kart Racing, 203 ,844750
BELPAESE: Homecoming, 203 ,710820
Harambe Kong, 203 ,747640
Atomic Adam: Episode 1, 203 ,764280
Super Bit Adventure: Paragons of Life, 203 ,778640
HOT PINK, 203 ,684320
Haul Asteroid, 203 ,706210
LOGistICAL: Japan, 202 ,718490
bead, 202 ,659810
ç”Ÿæ_»çº¿ Dead Line, 202 ,679480
A Number's life, 202 ,560200
Weebish Mines, 202 ,612140
Plexus, 202 ,672250
Bit Bullet, 202 ,726260
The Ball Beta, 202 ,35470
The Ball Beta, 202 ,35470
EnterVR, 201 ,574520
LOGistICAL: USA - Florida, 201 ,689340
PROTOThYPE _ a love story, 201 ,587070
Adventure Lamp, 201 ,425900
Defenders of Ekron, 201 ,670060
PooPee Wars, 201 ,663830
Blue Angels Aerobatic Flight Simulator, 200 ,635430
VRtender, 200 ,626760
Tiny Force Deluxe, 200 ,688620
Please, 200 ,595030
McRogue, 200 ,758150
Going Nowhere: The Dream, 200 ,691240
Zap Zone, 200 ,572180
World Of Undead, 199 ,454730
Lectrovolt II, 199 ,518140
Powernaut VANGARDT, 199 ,602880
Subject A-119, 199 ,530820
Puzzler, 199 ,719550
Unsettled, 199 ,699010
Ghost Croquet, 199 ,466770
Seven Mysteries: The Last Page, 199 ,783440
The Internship, 198 ,842220
Crongdor the Barbarian, 198 ,467790
Luna and the Moonling, 198 ,577360
Idolzzz, 198 ,743410
Micro Pico Racers, 198 ,816500
COMBAT INSTINCT, 198 ,725970
Adele: Following the Signs, 198 ,457980
Australian trip, 198 ,757870
One Sole Purpose, 197 ,548350
Bounce, 197 ,827920
MegaRats, 197 ,534210
Hitori, 197 ,763540
Quantum Lock, 197 ,411720
Wheelchair Simulator VR, 197 ,841120
Endless Winter, 197 ,617690
SINNER: Sacrifice for Redemption, 197 ,691280
Uizuno Blade VR, 196 ,759950
Boot Hill Blaster, 196 ,743660
The Seeker, 196 ,503680
Pandora`s room, 196 ,440720
The Mines of Morseph, 196 ,691850
Breath of Warfare, 195 ,746090
Marginal act, 195 ,823330
Bad Government, 195 ,666090
Electromaze Tower Defense, 195 ,769410
Apocalypse Knights 2.0 - The Angel Awakens, 195 ,683240
Genius Calculator, 195 ,812860
MEG 9: Lost Echoes, 195 ,405190
Ye Fenny - Revenge of the Evil Good Shepherd, 195 ,769020
Monster Garden, 195 ,719660
Lupus in Fabula, 194 ,652130
My Super Tower 3, 194 ,838640
Cold Vengeance, 194 ,502540
Funk Unplugged, 194 ,517100
Mass O' Kyzt, 194 ,713220
Shoot Shoot Mega Pack, 194 ,467470
"Yeah Jam Fury: U, Me, Everybody!", 194 ,633930
Captive, 194 ,802040
"Haters, kill them all!", 193 ,801780
The Simple Apocalypse, 193 ,693430
Skill Master VR -- Learn Meditation, 193 ,553430
Clash of Robots, 193 ,651560
The Adventures of Capitano Navarro, 193 ,671810
Zone of Lacryma, 193 ,496540
Mirror Drop, 193 ,845270
Air Threat, 193 ,853380
Day of Destruction, 192 ,488020
Trivia Vault: Golf Trivia, 192 ,822900
The Scrungeon Depths, 192 ,731510
Burst Fighter, 192 ,642600
Brawlerz Nitro, 191 ,342660
Demolition Engineer, 191 ,844300
Super Trashforce, 191 ,710520
ABD: A Beautiful Day, 191 ,384920
The Final Specimen: Arrival, 191 ,568920
Hover Cubes: Arena, 191 ,396700
Along Together, 190 ,859640
Super Star Panda, 190 ,730300
NEO NEO, 190 ,873070
Willowisp VR, 189 ,728610
Space Ghost Pirate Zombie Slayer, 189 ,553350
Puzzle Showdown 4K, 189 ,631220
Spacescape, 189 ,639560
Ghost Platoon, 189 ,789880
Super Multitasking, 189 ,640290
Masquerade: The Baubles of Doom, 189 ,299380
HellStar Squadron, 189 ,843740
Blood Bowl 2 - Review, 189 ,29017
Mugsters, 189 ,712180
Beta Runner, 188 ,656020
Underworld Dungeon, 188 ,520300
Square Head Zombies 2 - FPS Game, 188 ,841140
AIDEN, 188 ,783060
Twin Blue Moons, 188 ,800930
LeftWay, 188 ,417400
The Big Three, 188 ,823390
The Edgelands, 187 ,563860
A.L.A.N., 187 ,754190
Stophat, 187 ,671270
Christmas Puzzle 3, 187 ,759650
Taxi, 186 ,488080
Not So Middle Ages, 186 ,842030
The Seven Districts of Sin: The Tail Makes the Fox - Episode 1, 186 ,782190
Maraiyum: Rise of the Setting Sun, 186 ,503290
Chocolate makes you happy 4, 186 ,815950
Shadow Council: The Puppeteers, 186 ,867610
Ariel, 186 ,449700
Bearslayer, 186 ,460210
The Great Gaias, 186 ,818610
Nudist Beach Survival Simulator, 186 ,708640
Midnight's Blessing 2, 185 ,461370
Walking Heavy, 185 ,711050
Santa's Workshop, 184 ,727200
Russian Prison Sport: OCHKO, 184 ,845730
Watch paint dry, 184 ,445730
MOAI V: Collectorâ€™s Edition, 183 ,793940
Rock 'N Roll, 183 ,665930
The BoX, 183 ,424750
Eredia: The Diary of Heroes, 183 ,713180
Hex, 183 ,727070
Gulman 5, 183 ,805610
Metro Exodus, 183 ,412020
Fortune's Tavern - Remastered, 182 ,691980
The St Christopher's School Lockdown, 182 ,600000
Evil Orbs, 182 ,528420
Tyr: Chains of Valhalla, 182 ,609720
Alien Worms Invasion, 182 ,805710
Healer Simulator, 181 ,801340
Goblin Storm, 181 ,713840
LOGistICAL: Russia, 181 ,733500
Rocket Craze 3D, 181 ,550930
Cruz Brothers, 181 ,697870
Spirit, 181 ,561010
Retro Snake, 180 ,877260
Eggs 1942, 180 ,859990
Hentai Words, 179 ,875430
Avalon: The Journey Begins, 179 ,502780
Izeriya, 179 ,463830
Z-End, 179 ,582610
MIND BLOX , 179 ,669930
SLI-FI: 2D Planet Platformer, 179 ,668230
My zero trip, 178 ,837390
Star Balls, 178 ,366050
Bomsy, 178 ,693310
Mall Mayhem, 178 ,629400
Toy Generals, 178 ,696410
dontbegrey, 178 ,681490
Circuit Dude, 178 ,662410
CometStriker, 178 ,701040
History in Letters - The Eternal Alchemist, 177 ,318680
Vulture Strike, 177 ,635590
World In Danger, 177 ,560180
Train Harder, 177 ,614150
Slab, 177 ,844180
DON'T touch the walls, 177 ,796600
Climber, 176 ,858220
Orbitality, 176 ,753100
X-ray hospital, 176 ,850720
Star Waker, 176 ,693090
Rogues or Heroes, 176 ,530650
The Bad Gravedigger, 176 ,870120
Courtyard Broomball, 176 ,592400
Elementium, 176 ,783420
StartBolita, 176 ,364850
Legends Of Iona RPG (2007), 176 ,668730
ERSATZ, 176 ,703720
Blood Drift, 176 ,798140
The Piano, 176 ,788610
Rumpus, 176 ,542220
State of Mind, 176 ,437630
Risen 2 Dark Waters JP, 176 ,223140
Bank Limit : Advanced Battle Racing, 175 ,493500
Elementals Reborn, 175 ,671180
Love Bites, 175 ,617970
Mind Portal, 175 ,772080
Go Morse Go! Arcade Edition, 175 ,797570
MOTHERGUNSHIP, 175 ,574090
Trivia Vault: Soccer Trivia, 174 ,844140
Legend of Long Night, 174 ,765790
Armed and Gelatinous, 174 ,446510
Starman in space, 174 ,804440
Jetpack Dog, 174 ,880370
Azure Sky Project, 174 ,712650
The Eerie Inn, 174 ,830710
The Dungeon Power, 174 ,669960
Dawn of a Soul, 174 ,701910
Shadow of the Tomb Raider, 174 ,750920
NBA Playgrounds 2, 174 ,726590
Spoko and Poko, 173 ,365400
Are You Ready?, 173 ,553180
Undercity, 173 ,694140
Block Party Sports, 173 ,384230
Modest Kind, 173 ,701740
Stonewall Penitentiary, 173 ,833990
Rewind, 173 ,438260
Imperi, 172 ,749710
Fly Away, 172 ,583000
Ball laB, 172 ,780800
Impale, 172 ,755250
AENTITY, 172 ,536690
Grenade Madness, 172 ,432480
Glorch's Great Escape: Walking is for Chumps, 172 ,549790
cell, 171 ,779790
DMD Mars Mission, 171 ,758020
Billionaire, 171 ,819910
Energia, 171 ,592040
Life is Strange 2, 171 ,532210
Rifter, 171 ,625740
Parkour, 170 ,691220
The Light Empire, 170 ,416220
OVERGRAVITY, 170 ,376350
Pixel Gear, 170 ,618650
cityglitch, 170 ,756790
Inca Blocks, 170 ,792640
The Forbidden Arts, 170 ,735060
The Orion Suns, 170 ,787570
X Caeli: The Iron Hand of Love, 170 ,708970
The Istrys, 169 ,668850
Dialing, 169 ,775730
Elevator VR, 169 ,625180
NC Tower Defense 2, 169 ,427610
Achievement Machine, 169 ,851000
Viral EX, 169 ,397600
PLANET ALPHA, 169 ,485030
Seeking Dawn, 169 ,859340
BLOCK CAT SPACE GOLF, 168 ,822970
Planet Bash, 168 ,700400
Dark Shores, 168 ,574710
Dr. Spacezoo, 168 ,371380
Voxel Interceptor, 168 ,681630
Xenia, 168 ,687310
åˆùé¢œ - The Prototype, 168 ,682670
Fission Superstar X, 168 ,793680
Heal Them All, 167 ,408880
Swift, 167 ,428230
Arena: Blood on the Sand VR, 166 ,577890
Downtown, 166 ,833380
Dr. Doyle & The Mystery Of The Cloche Hat, 166 ,574420
Operator Overload, 166 ,499140
ä_èé›¨å_•ï__å°‘å_´ç¯‡ï_ˆSummer Rainï_‰, 166 ,717980
NeoCube, 165 ,671580
Paladin Duty - Knights and Blades, 165 ,800310
Monsters!, 165 ,336160
Limiter, 165 ,762620
CHARIOT WARS, 164 ,365460
Hexlide, 164 ,684170
Let's Go Nuts!, 164 ,848230
Yeti's Parole Officer, 164 ,772320
The President, 164 ,819210
Android John 2.1, 164 ,760360
Temple Raid VR, 164 ,697910
Go All Out!, 164 ,759260
God of Light: Remastered, 164 ,711130
The Legacy: Prisoner, 163 ,846700
Push The Crate, 163 ,496610
Bugspeed Collider, 163 ,415900
Perso, 163 ,543940
Hunahpu Quest. Mechanoid, 163 ,773010
PataNoir, 163 ,449150
Contact Draw: Football, 163 ,860220
Brink of Extinction, 163 ,748930
SUPER ASTEROIDS, 163 ,788190
Royal Battleships, 163 ,825930
Phantom Doctrine, 163 ,559100
Valzar, 162 ,405810
Miniballist, 162 ,628580
Linench, 162 ,719090
Mahjong Riichi Multiplayer, 162 ,791500
Into Oblivion, 162 ,618990
City Builder, 161 ,843780
Terrarium Land, 161 ,438780
Foosball VR, 161 ,779730
PAPERVILLE PANIC!, 161 ,698790
Gunman Tales, 161 ,760320
Juniper Theory, 160 ,564140
The Food Run, 160 ,505270
Divide, 160 ,687270
Omae Wa Mou Shindeiru, 160 ,851200
Azuran Tales: Trials, 160 ,848200
Cow Catcher, 160 ,732900
Trivia Vault: Food Trivia, 160 ,861720
Warparty, 160 ,777770
Mermaid Land, 159 ,807880
Bottle Flip Challenge VR, 159 ,620140
FILE 9, 159 ,536800
Kitten Madness, 159 ,748110
StopTime Drive, 159 ,664050
Western Bank VR, 159 ,594410
Cross Death  VR, 159 ,497000
Rage Quest: The Worst Game, 159 ,570810
Prison Test, 159 ,862150
Miles & Kilo, 159 ,669910
TRI.DEFENDER, 158 ,541960
Space Rift NON-VR - Episode 1, 158 ,552550
Zipple World 2: The Sweet Chaos, 158 ,461600
Dragons Never Cry, 158 ,499510
EXON: The Impossible Challenge, 158 ,683130
